,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
2081,2081,a2251,b1697,,nisennenmondai,Apr 1 2016,polar similar,norma jean,Sep 9 2016
2082,2082,a2251,b1698,,nisennenmondai,Apr 1 2016,cold world,of mice & men,Sep 9 2016
2083,2083,a2251,b1699,,nisennenmondai,Apr 1 2016,away,okkervil river,Sep 9 2016
2084,2084,a2251,b17,,nisennenmondai,Apr 1 2016,red light,f(x),Jul 7 2014
2085,2085,a2251,b170,,nisennenmondai,Apr 1 2016,gypsy heart,colbie caillat,Sep 30 2014
2086,2086,a2251,b1700,,nisennenmondai,Apr 1 2016,internal,safia,Sep 9 2016
2087,2087,a2251,b1701,,nisennenmondai,Apr 1 2016,cosmic adventure,scott tixier,Sep 9 2016
2088,2088,a2251,b1702,,nisennenmondai,Apr 1 2016,here,teenage fanclub,Sep 9 2016
2089,2089,a2251,b1703,,nisennenmondai,Apr 1 2016,atmosphères,"tigran hamasyan, arve henriksen, eivind aarset, and jan bang",Sep 9 2016
2090,2090,a2251,b1704,,nisennenmondai,Apr 1 2016,divide & conquer,what so not,Sep 9 2016
2091,2091,a2251,b1705,,nisennenmondai,Apr 1 2016,star treatment,wovenhand,Sep 9 2016
2092,2092,a2251,b1706,,nisennenmondai,Apr 1 2016,sinner,aaron lewis,Sep 16 2016
2093,2093,a2251,b1707,,nisennenmondai,Apr 1 2016,shape shift with me,against me!,Sep 16 2016
2094,2094,a2251,b1708,,nisennenmondai,Apr 1 2016,i remember,alunageorge,Sep 16 2016
2095,2095,a2251,b1709,,nisennenmondai,Apr 1 2016,backbone,anthony callea,Sep 16 2016
2096,2096,a2251,b171,,nisennenmondai,Apr 1 2016,back to oblivion,finch,Sep 30 2014
2097,2097,a2251,b1710,,nisennenmondai,Apr 1 2016,faithful satellite,the black sorrows,Sep 16 2016
2098,2098,a2251,b1711,,nisennenmondai,Apr 1 2016,are you real?,beware of darkness,Sep 16 2016
2099,2099,a2251,b1712,,nisennenmondai,Apr 1 2016,porcupine meat,bobby rush,Sep 16 2016
2100,2100,a2251,b1713,,nisennenmondai,Apr 1 2016,pocho aztlan,brujeria,Sep 16 2016
2101,2101,a2251,b1714,,nisennenmondai,Apr 1 2016,mount ninji and da nice time kid,die antwoord,Sep 16 2016
2102,2102,a2251,b1715,,nisennenmondai,Apr 1 2016,"together, as one",dinosaur,Sep 16 2016
2103,2103,a2251,b1716,,nisennenmondai,Apr 1 2016,best of,kent,Sep 16 2016
2104,2104,a2251,b1717,,nisennenmondai,Apr 1 2016,sonderlust,kishi bashi,Sep 16 2016
2105,2105,a2251,b1718,,nisennenmondai,Apr 1 2016,the divine feminine,mac miller,Sep 16 2016
2106,2106,a2251,b1719,,nisennenmondai,Apr 1 2016,the whole earth,mystery jets,Sep 16 2016
2107,2107,a2251,b172,,nisennenmondai,Apr 1 2016,hesitant alien,gerard way,Sep 30 2014
2108,2108,a2251,b1720,,nisennenmondai,Apr 1 2016,tidal wave,taking back sunday,Sep 16 2016
2109,2109,a2251,b1721,,nisennenmondai,Apr 1 2016,stage four,touché amoré,Sep 16 2016
2110,2110,a2251,b1722,,nisennenmondai,Apr 1 2016,fixion,trentemøller,Sep 16 2016
2111,2111,a2251,b1723,,nisennenmondai,Apr 1 2016,hard ii love,usher,Sep 16 2016
2112,2112,a2251,b1724,,nisennenmondai,Apr 1 2016,for the good times: a tribute to ray price,willie nelson,Sep 16 2016
2113,2113,a2251,b1725,,nisennenmondai,Apr 1 2016,echoes,young guns,Sep 16 2016
2114,2114,a2251,b1726,,nisennenmondai,Apr 1 2016,ahts-001,all hail the silence,Sep 19 2016
2115,2115,a2251,b1727,,nisennenmondai,Apr 1 2016,breakin' outta hell,airbourne,Sep 23 2016
2116,2116,a2251,b1728,,nisennenmondai,Apr 1 2016,a loud bash of teenage feelings,beach slang,Sep 23 2016
2117,2117,a2251,b1729,,nisennenmondai,Apr 1 2016,writing of blues and yellows,billie marten,Sep 23 2016
2118,2118,a2251,b173,,nisennenmondai,Apr 1 2016,ride on,j. michael harter,Sep 30 2014
2119,2119,a2251,b1730,,nisennenmondai,Apr 1 2016,chapter and verse,bruce springsteen,Sep 23 2016
2120,2120,a2251,b1731,,nisennenmondai,Apr 1 2016,a better world,chris de burgh,Sep 23 2016
2121,2121,a2251,b1732,,nisennenmondai,Apr 1 2016,american prodigal,crowder,Sep 23 2016
2122,2122,a2251,b1733,,nisennenmondai,Apr 1 2016,who can i be now? (1974–1976),david bowie,Sep 23 2016
2123,2123,a2251,b1734,,nisennenmondai,Apr 1 2016,ape in pink marble,devendra banhart,Sep 23 2016
2124,2124,a2251,b1735,,nisennenmondai,Apr 1 2016,delta,dúné,Sep 23 2016
2125,2125,a2251,b1736,,nisennenmondai,Apr 1 2016,low teens,every time i die,Sep 23 2016
2126,2126,a2251,b1737,,nisennenmondai,Apr 1 2016,broken lines,giraffe tongue orchestra,Sep 23 2016
2127,2127,a2251,b1738,,nisennenmondai,Apr 1 2016,i had a dream that you were mine,hamilton leithauser + rostam,Sep 23 2016
2128,2128,a2251,b1739,,nisennenmondai,Apr 1 2016,care,how to dress well,Sep 23 2016
2129,2129,a2251,b174,,nisennenmondai,Apr 1 2016,747,lady antebellum,Sep 30 2014
2130,2130,a2251,b1740,,nisennenmondai,Apr 1 2016,idina.,idina menzel,Sep 23 2016
2131,2131,a2251,b1741,,nisennenmondai,Apr 1 2016,bloom,kim myhr,Sep 23 2016
2132,2132,a2251,b1742,,nisennenmondai,Apr 1 2016,the art of elegance,kristin chenoweth,Sep 23 2016
2133,2133,a2251,b1743,,nisennenmondai,Apr 1 2016,queen alone,lady wray,Sep 23 2016
2134,2134,a2251,b1744,,nisennenmondai,Apr 1 2016,adieu.,logan lynn,Sep 23 2016
2135,2135,a2251,b1745,,nisennenmondai,Apr 1 2016,fuck everyone and run (f e a r),marillion,Sep 23 2016
2136,2136,a2251,b1746,,nisennenmondai,Apr 1 2016,real emotion,paper route,Sep 23 2016
2137,2137,a2251,b1747,,nisennenmondai,Apr 1 2016,tightrope walker,rachael yamagata,Sep 23 2016
2138,2138,a2251,b1748,,nisennenmondai,Apr 1 2016,illuminate,shawn mendes,Sep 23 2016
2139,2139,a2251,b1749,,nisennenmondai,Apr 1 2016,natural causes,skylar grey,Sep 23 2016
2140,2140,a2251,b175,,nisennenmondai,Apr 1 2016,down where the spirit meets the bone,lucinda williams,Sep 30 2014
2141,2141,a2251,b1750,,nisennenmondai,Apr 1 2016,red red wine – the essential ub40,ub40,Sep 23 2016
2142,2142,a2251,b1751,,nisennenmondai,Apr 1 2016,rosetta,vangelis,Sep 23 2016
2143,2143,a2251,b1752,,nisennenmondai,Apr 1 2016,trolls: original motion picture soundtrack,various artists,Sep 23 2016
2144,2144,a2251,b1753,,nisennenmondai,Apr 1 2016,heads up,warpaint,Sep 23 2016
2145,2145,a2251,b1754,,nisennenmondai,Apr 1 2016,atrocity exhibition,danny brown,Sep 27 2016
2146,2146,a2251,b1755,,nisennenmondai,Apr 1 2016,atom miraiha no.9,buck-tick,Sep 28 2016
2147,2147,a2251,b1756,,nisennenmondai,Apr 1 2016,five,the agonist,Sep 30 2016
2148,2148,a2251,b1757,,nisennenmondai,Apr 1 2016,the altar,banks,Sep 30 2016
2149,2149,a2251,b1758,,nisennenmondai,Apr 1 2016,blue mountain,bob weir,Sep 30 2016
2150,2150,a2251,b1759,,nisennenmondai,Apr 1 2016,"22, a million",bon iver,Sep 30 2016
2151,2151,a2251,b176,,nisennenmondai,Apr 1 2016,this is m.e.,melissa etheridge,Sep 30 2014
2152,2152,a2251,b1760,,nisennenmondai,Apr 1 2016,following my intuition,craig david,Sep 30 2016
2153,2153,a2251,b1761,,nisennenmondai,Apr 1 2016,atrocity exhibition,danny brown,Sep 30 2016
2154,2154,a2251,b1762,,nisennenmondai,Apr 1 2016,believers,deacon blue,Sep 30 2016
2155,2155,a2251,b1763,,nisennenmondai,Apr 1 2016,american band,drive-by truckers,Sep 30 2016
2156,2156,a2251,b1764,,nisennenmondai,Apr 1 2016,the holographic principle,epica,Sep 30 2016
2157,2157,a2251,b1765,,nisennenmondai,Apr 1 2016,live in san diego,eric clapton,Sep 30 2016
2158,2158,a2251,b1766,,nisennenmondai,Apr 1 2016,citrine,hayley kiyoko,Sep 30 2016
2159,2159,a2251,b1767,,nisennenmondai,Apr 1 2016,blood bitch,jenny hval,Sep 30 2016
2160,2160,a2251,b1768,,nisennenmondai,Apr 1 2016,wild,joanne shaw taylor,Sep 30 2016
2161,2161,a2251,b1769,,nisennenmondai,Apr 1 2016,another fall from grace,the mission,Sep 30 2016
2162,2162,a2251,b177,,nisennenmondai,Apr 1 2016,the return,nonpoint,Sep 30 2014
2163,2163,a2251,b1770,,nisennenmondai,Apr 1 2016,where'd your weekend go?,the mowgli's,Sep 30 2016
2164,2164,a2251,b1771,,nisennenmondai,Apr 1 2016,all wet,mr. oizo,Sep 30 2016
2165,2165,a2251,b1772,,nisennenmondai,Apr 1 2016,sorceress,opeth,Sep 30 2016
2166,2166,a2251,b1773,,nisennenmondai,Apr 1 2016,head carrier,pixies,Sep 30 2016
2167,2167,a2251,b1774,,nisennenmondai,Apr 1 2016,clearview,poets of the fall,Sep 30 2016
2168,2168,a2251,b1775,,nisennenmondai,Apr 1 2016,remember us to life,regina spektor,Sep 30 2016
2169,2169,a2251,b1776,,nisennenmondai,Apr 1 2016,take control,slaves,Sep 30 2016
2170,2170,a2251,b1777,,nisennenmondai,Apr 1 2016,a seat at the table,solange,Sep 30 2016
2171,2171,a2251,b1778,,nisennenmondai,Apr 1 2016,world gone mad,suicidal tendencies,Sep 30 2016
2172,2172,a2251,b1779,,nisennenmondai,Apr 1 2016,american english,tor miller,Sep 30 2016
2173,2173,a2251,b178,,nisennenmondai,Apr 1 2016,art official age,prince,Sep 30 2014
2174,2174,a2251,b1780,,nisennenmondai,Apr 1 2016,epoch,tycho,Sep 30 2016
2175,2175,a2251,b1781,,nisennenmondai,Apr 1 2016,keep me singing,van morrison,Sep 30 2016
2176,2176,a2251,b1782,,nisennenmondai,Apr 1 2016,toy,yello,Sep 30 2016
2177,2177,a2251,b1783,,nisennenmondai,Apr 1 2016,yellowcard,yellowcard,Sep 30 2016
2178,2178,a2251,b1784,,nisennenmondai,Apr 1 2016,1 of 1,shinee,Oct 5 2016
2179,2179,a2251,b1785,,nisennenmondai,Apr 1 2016,afti ine i diafora mas,despina vandi,Oct 6 2016
2180,2180,a2251,b1786,,nisennenmondai,Apr 1 2016,the last hero,alter bridge,Oct 7 2016
2181,2181,a2251,b1787,,nisennenmondai,Apr 1 2016,the false foundation,archive,Oct 7 2016
2182,2182,a2251,b1788,,nisennenmondai,Apr 1 2016,in the now,barry gibb,Oct 7 2016
2183,2183,a2251,b1789,,nisennenmondai,Apr 1 2016,jupiter,blaudzun,Oct 7 2016
2184,2184,a2251,b179,,nisennenmondai,Apr 1 2016,plectrumelectrum,prince & 3rdeyegirl,Sep 30 2014
2185,2185,a2251,b1790,,nisennenmondai,Apr 1 2016,the malibu sessions,colbie caillat,Oct 7 2016
2186,2186,a2251,b1791,,nisennenmondai,Apr 1 2016,mothership,dance gavin dance,Oct 7 2016
2187,2187,a2251,b1792,,nisennenmondai,Apr 1 2016,"sit still, look pretty",daya,Oct 7 2016
2188,2188,a2251,b1793,,nisennenmondai,Apr 1 2016,morricone 60,ennio morricone,Oct 7 2016
2189,2189,a2251,b1794,,nisennenmondai,Apr 1 2016,eric benét,eric benét,Oct 7 2016
2190,2190,a2251,b1795,,nisennenmondai,Apr 1 2016,all bright electric,feeder,Oct 7 2016
2191,2191,a2251,b1796,,nisennenmondai,Apr 1 2016,swallowed by the new,glen phillips,Oct 7 2016
2192,2192,a2251,b1797,,nisennenmondai,Apr 1 2016,requiem,goat,Oct 7 2016
2193,2193,a2251,b1798,,nisennenmondai,Apr 1 2016,revolution radio,green day,Oct 7 2016
2194,2194,a2251,b1799,,nisennenmondai,Apr 1 2016,cody,joyce manor,Oct 7 2016
2195,2195,a2251,b18,,nisennenmondai,Apr 1 2016,futurology,manic street preachers,Jul 7 2014
2196,2196,a2251,b180,,nisennenmondai,Apr 1 2016,clarity: music of clare fischer,roseanna vitro,Sep 30 2014
2197,2197,a2251,b1800,,nisennenmondai,Apr 1 2016,stay together,kaiser chiefs,Oct 7 2016
2198,2198,a2251,b1801,,nisennenmondai,Apr 1 2016,the monash sessions,kate ceberano,Oct 7 2016
2199,2199,a2251,b1802,,nisennenmondai,Apr 1 2016,coconut oil,lizzo,Oct 7 2016
2200,2200,a2251,b1803,,nisennenmondai,Apr 1 2016,white christmas blue,loretta lynn,Oct 7 2016
2201,2201,a2251,b1804,,nisennenmondai,Apr 1 2016,the marcus king band,the marcus king band,Oct 7 2016
2202,2202,a2251,b1805,,nisennenmondai,Apr 1 2016,memphis rock and soul,melissa etheridge,Oct 7 2016
2203,2203,a2251,b1806,,nisennenmondai,Apr 1 2016,the violent sleep of reason,meshuggah,Oct 7 2016
2204,2204,a2251,b1807,,nisennenmondai,Apr 1 2016,first ditch effort,nofx,Oct 7 2016
2205,2205,a2251,b1808,,nisennenmondai,Apr 1 2016,day breaks,norah jones,Oct 7 2016
2206,2206,a2251,b1809,,nisennenmondai,Apr 1 2016,liv on,"olivia newton-john, beth nielsen chapman and amy sky",Oct 7 2016
2207,2207,a2251,b181,,nisennenmondai,Apr 1 2016,holiday for swing,seth macfarlane,Sep 30 2014
2208,2208,a2251,b1810,,nisennenmondai,Apr 1 2016,oh my my,onerepublic,Oct 7 2016
2209,2209,a2251,b1811,,nisennenmondai,Apr 1 2016,three,phantogram,Oct 7 2016
2210,2210,a2251,b1812,,nisennenmondai,Apr 1 2016,life's what you make it,placebo,Oct 7 2016
2211,2211,a2251,b1813,,nisennenmondai,Apr 1 2016,a place for us to dream,placebo,Oct 7 2016
2212,2212,a2251,b1814,,nisennenmondai,Apr 1 2016,soup,sebastian kole,Oct 7 2016
2213,2213,a2251,b1815,,nisennenmondai,Apr 1 2016,upside down,set it off,Oct 7 2016
2214,2214,a2251,b1816,,nisennenmondai,Apr 1 2016,the ninth hour,sonata arctica,Oct 7 2016
2215,2215,a2251,b1817,,nisennenmondai,Apr 1 2016,13 voices,sum 41,Oct 7 2016
2216,2216,a2251,b1818,,nisennenmondai,Apr 1 2016,friends,white lies,Oct 7 2016
2217,2217,a2251,b1819,,nisennenmondai,Apr 1 2016,wings,bts,Oct 10 2016
2218,2218,a2251,b182,,nisennenmondai,Apr 1 2016,neon future i,steve aoki,Sep 30 2014
2219,2219,a2251,b1820,,nisennenmondai,Apr 1 2016,red moon,aminata,Oct 13 2016
2220,2220,a2251,b1821,,nisennenmondai,Apr 1 2016,solas,the answer,Oct 14 2016
2221,2221,a2251,b1822,,nisennenmondai,Apr 1 2016,arms,bell x1,Oct 14 2016
2222,2222,a2251,b1823,,nisennenmondai,Apr 1 2016,fire on the floor,beth hart,Oct 14 2016
2223,2223,a2251,b1824,,nisennenmondai,Apr 1 2016,it must be christmas,chris young,Oct 14 2016
2224,2224,a2251,b1825,,nisennenmondai,Apr 1 2016,ruminations,conor oberst,Oct 14 2016
2225,2225,a2251,b1826,,nisennenmondai,Apr 1 2016,audacious,cupcakke,Oct 14 2016
2226,2226,a2251,b1827,,nisennenmondai,Apr 1 2016,arctic thunder,darkthrone,Oct 14 2016
2227,2227,a2251,b1828,,nisennenmondai,Apr 1 2016,aziza,dave holland,Oct 14 2016
2228,2228,a2251,b1829,,nisennenmondai,Apr 1 2016,"the blues, the whole blues, and nothing but the blues",david bromberg band,Oct 14 2016
2229,2229,a2251,b183,,nisennenmondai,Apr 1 2016,take me when you go,betty who,Oct 3 2014
2230,2230,a2251,b1830,,nisennenmondai,Apr 1 2016,dissociation,the dillinger escape plan,Oct 14 2016
2231,2231,a2251,b1831,,nisennenmondai,Apr 1 2016,beyond now,donny mccaslin,Oct 14 2016
2232,2232,a2251,b1832,,nisennenmondai,Apr 1 2016,mc4,french montana,Oct 14 2016
2233,2233,a2251,b1833,,nisennenmondai,Apr 1 2016,1992,the game,Oct 14 2016
2234,2234,a2251,b1834,,nisennenmondai,Apr 1 2016,rainbow session,harald lassen,Oct 14 2016
2235,2235,a2251,b1835,,nisennenmondai,Apr 1 2016,let there be light,hillsong worship,Oct 14 2016
2236,2236,a2251,b1836,,nisennenmondai,Apr 1 2016,worry.,jeff rosenstock,Oct 14 2016
2237,2237,a2251,b1837,,nisennenmondai,Apr 1 2016,the secret daughter: songs from the original tv series,jessica mauboy,Oct 14 2016
2238,2238,a2251,b1838,,nisennenmondai,Apr 1 2016,mad love,jojo,Oct 14 2016
2239,2239,a2251,b1839,,nisennenmondai,Apr 1 2016,&,julien doré,Oct 14 2016
2240,2240,a2251,b184,,nisennenmondai,Apr 1 2016,interlude,jamie cullum,Oct 3 2014
2241,2241,a2251,b1840,,nisennenmondai,Apr 1 2016,in winter,katie melua featuring gori women's choir,Oct 14 2016
2242,2242,a2251,b1841,,nisennenmondai,Apr 1 2016,walls,kings of leon,Oct 14 2016
2243,2243,a2251,b1842,,nisennenmondai,Apr 1 2016,warriors,lisa mitchell,Oct 14 2016
2244,2244,a2251,b1843,,nisennenmondai,Apr 1 2016,simple forms,the naked and famous,Oct 14 2016
2245,2245,a2251,b1844,,nisennenmondai,Apr 1 2016,"cow / chill out, world!",the orb,Oct 14 2016
2246,2246,a2251,b1845,,nisennenmondai,Apr 1 2016,the singles,phil collins,Oct 14 2016
2247,2247,a2251,b1846,,nisennenmondai,Apr 1 2016,superwoman,rebecca ferguson,Oct 14 2016
2248,2248,a2251,b1847,,nisennenmondai,Apr 1 2016,evolution,sabrina carpenter,Oct 14 2016
2249,2249,a2251,b1848,,nisennenmondai,Apr 1 2016,the wave,tom chaplin,Oct 14 2016
2250,2250,a2251,b1849,,nisennenmondai,Apr 1 2016,gameshow,two door cinema club,Oct 14 2016
2251,2251,a2251,b185,,nisennenmondai,Apr 1 2016,kings of suburbia,tokio hotel,Oct 3 2014
2252,2252,a2251,b1850,,nisennenmondai,Apr 1 2016,two tongues two,two tongues,Oct 14 2016
2253,2253,a2251,b1851,,nisennenmondai,Apr 1 2016,citizen of glass,agnes obel,Oct 21 2016
2254,2254,a2251,b1852,,nisennenmondai,Apr 1 2016,maximalism,amaranthe,Oct 21 2016
2255,2255,a2251,b1853,,nisennenmondai,Apr 1 2016,american football,american football,Oct 21 2016
2256,2256,a2251,b1854,,nisennenmondai,Apr 1 2016,erase you,bleeker,Oct 21 2016
2257,2257,a2251,b1855,,nisennenmondai,Apr 1 2016,lighthouse,david crosby,Oct 21 2016
2258,2258,a2251,b1856,,nisennenmondai,Apr 1 2016,the deaner album,the dean ween group,Oct 21 2016
2259,2259,a2251,b1857,,nisennenmondai,Apr 1 2016,big baby d.r.a.m.,dram,Oct 21 2016
2260,2260,a2251,b1858,,nisennenmondai,Apr 1 2016,the wonder of you,elvis presley,Oct 21 2016
2261,2261,a2251,b1859,,nisennenmondai,Apr 1 2016,identity,far east movement,Oct 21 2016
2262,2262,a2251,b186,,nisennenmondai,Apr 1 2016,perfectly imperfect,sarah geronimo,Oct 4 2014
2263,2263,a2251,b1860,,nisennenmondai,Apr 1 2016,lifelines,i prevail,Oct 21 2016
2264,2264,a2251,b1861,,nisennenmondai,Apr 1 2016,integrity blues,jimmy eat world,Oct 21 2016
2265,2265,a2251,b1862,,nisennenmondai,Apr 1 2016,rage & the machine,joe budden,Oct 21 2016
2266,2266,a2251,b1863,,nisennenmondai,Apr 1 2016,the serenity of suffering,korn,Oct 21 2016
2267,2267,a2251,b1864,,nisennenmondai,Apr 1 2016,joanne,lady gaga,Oct 21 2016
2268,2268,a2251,b1865,,nisennenmondai,Apr 1 2016,you want it darker,leonard cohen,Oct 21 2016
2269,2269,a2251,b1866,,nisennenmondai,Apr 1 2016,20 aniversario,los mismos,Oct 21 2016
2270,2270,a2251,b1867,,nisennenmondai,Apr 1 2016,version of me,melanie c,Oct 21 2016
2271,2271,a2251,b1868,,nisennenmondai,Apr 1 2016,nobody but me,michael bublé,Oct 21 2016
2272,2272,a2251,b1869,,nisennenmondai,Apr 1 2016,a pentatonix christmas,pentatonix,Oct 21 2016
2273,2273,a2251,b187,,nisennenmondai,Apr 1 2016,our love,caribou,Oct 6 2014
2274,2274,a2251,b1870,,nisennenmondai,Apr 1 2016,alone,the pretenders,Oct 21 2016
2275,2275,a2251,b1871,,nisennenmondai,Apr 1 2016,who you selling for,the pretty reckless,Oct 21 2016
2276,2276,a2251,b1872,,nisennenmondai,Apr 1 2016,12 nights of christmas,r. kelly,Oct 21 2016
2277,2277,a2251,b1873,,nisennenmondai,Apr 1 2016,running out of love,the radio dept.,Oct 21 2016
2278,2278,a2251,b1874,,nisennenmondai,Apr 1 2016,the greatest gift of all,rascal flatts,Oct 21 2016
2279,2279,a2251,b1875,,nisennenmondai,Apr 1 2016,saintmotelevision,saint motel,Oct 21 2016
2280,2280,a2251,b1876,,nisennenmondai,Apr 1 2016,"santana iv: live at the house of blues, las vegas",santana,Oct 21 2016
2281,2281,a2251,b1877,,nisennenmondai,Apr 1 2016,wonderland,sarah mclachlan,Oct 21 2016
2282,2282,a2251,b1878,,nisennenmondai,Apr 1 2016,aquostic ii: that's a fact!,status quo,Oct 21 2016
2283,2283,a2251,b1879,,nisennenmondai,Apr 1 2016,immer noch mensch,tim bendzko,Oct 21 2016
2284,2284,a2251,b188,,nisennenmondai,Apr 1 2016,you're dead!,flying lotus,Oct 6 2014
2285,2285,a2251,b1880,,nisennenmondai,Apr 1 2016,are you happy?,arashi,Oct 26 2016
2286,2286,a2251,b1881,,nisennenmondai,Apr 1 2016,the stage,avenged sevenfold,Oct 28 2016
2287,2287,a2251,b1882,,nisennenmondai,Apr 1 2016,Éternel insatisfait,black m,Oct 28 2016
2288,2288,a2251,b1883,,nisennenmondai,Apr 1 2016,1000 arms,blue rodeo,Oct 28 2016
2289,2289,a2251,b1884,,nisennenmondai,Apr 1 2016,mapping the rendezvous,courteeners,Oct 28 2016
2290,2290,a2251,b1885,,nisennenmondai,Apr 1 2016,new skin,crx,Oct 28 2016
2291,2291,a2251,b1886,,nisennenmondai,Apr 1 2016,two vines,empire of the sun,Oct 28 2016
2292,2292,a2251,b1887,,nisennenmondai,Apr 1 2016,oronero,giorgia,Oct 28 2016
2293,2293,a2251,b1888,,nisennenmondai,Apr 1 2016,dead to the world,helmet,Oct 28 2016
2294,2294,a2251,b1889,,nisennenmondai,Apr 1 2016,back from the edge,james arthur,Oct 28 2016
2295,2295,a2251,b189,,nisennenmondai,Apr 1 2016,sirens,gorgon city,Oct 6 2014
2296,2296,a2251,b1890,,nisennenmondai,Apr 1 2016,trap or die 3,jeezy,Oct 28 2016
2297,2297,a2251,b1891,,nisennenmondai,Apr 1 2016,to celebrate christmas,jennifer nettles,Oct 28 2016
2298,2298,a2251,b1892,,nisennenmondai,Apr 1 2016,a very kacey christmas,kacey musgraves,Oct 28 2016
2299,2299,a2251,b1893,,nisennenmondai,Apr 1 2016,canyonlands,kate voegele,Oct 28 2016
2300,2300,a2251,b1894,,nisennenmondai,Apr 1 2016,cosmic hallelujah,kenny chesney,Oct 28 2016
2301,2301,a2251,b1895,,nisennenmondai,Apr 1 2016,remnants,leann rimes,Oct 28 2016
2302,2302,a2251,b1896,,nisennenmondai,Apr 1 2016,can't touch us now,madness,Oct 28 2016
2303,2303,a2251,b1897,,nisennenmondai,Apr 1 2016,noyes complaint,maty noyes,Oct 28 2016
2304,2304,a2251,b1898,,nisennenmondai,Apr 1 2016,i dreamt i was a cowboy,miniature tigers,Oct 28 2016
2305,2305,a2251,b1899,,nisennenmondai,Apr 1 2016,choreographic,rachael sage,Oct 28 2016
2306,2306,a2251,b19,,nisennenmondai,Apr 1 2016,closer,mike stud,Jul 7 2014
2307,2307,a2251,b190,,nisennenmondai,Apr 1 2016,plowing into the field of love,iceage,Oct 6 2014
2308,2308,a2251,b1900,,nisennenmondai,Apr 1 2016,brotherhood of the snake,testament,Oct 28 2016
2309,2309,a2251,b1901,,nisennenmondai,Apr 1 2016,tkay,tkay maidza,Oct 28 2016
2310,2310,a2251,b1902,,nisennenmondai,Apr 1 2016,lady wood,tove lo,Oct 28 2016
2311,2311,a2251,b1903,,nisennenmondai,Apr 1 2016,here,alicia keys,Nov 4 2016
2312,2312,a2251,b1904,,nisennenmondai,Apr 1 2016,elements,b.o.b,Nov 4 2016
2313,2313,a2251,b1905,,nisennenmondai,Apr 1 2016,this house is not for sale,bon jovi,Nov 4 2016
2314,2314,a2251,b1906,,nisennenmondai,Apr 1 2016,collage,the chainsmokers,Nov 4 2016
2315,2315,a2251,b1907,,nisennenmondai,Apr 1 2016,diplomatic immunity,client liaison,Nov 4 2016
2316,2316,a2251,b1908,,nisennenmondai,Apr 1 2016,black america again,common,Nov 4 2016
2317,2317,a2251,b1909,,nisennenmondai,Apr 1 2016,atoma,dark tranquillity,Nov 4 2016
2318,2318,a2251,b191,,nisennenmondai,Apr 1 2016,tough love,jessie ware,Oct 6 2014
2319,2319,a2251,b1910,,nisennenmondai,Apr 1 2016,leaves – the colour of falling,efterklang,Nov 4 2016
2320,2320,a2251,b1911,,nisennenmondai,Apr 1 2016,through the years: the best of the fray,the fray,Nov 4 2016
2321,2321,a2251,b1912,,nisennenmondai,Apr 1 2016,built to last,hammerfall,Nov 4 2016
2322,2322,a2251,b1913,,nisennenmondai,Apr 1 2016,until the hunter,hope sandoval & the warm inventions,Nov 4 2016
